p1-IsHRbte8	3519.0	幸福人生的入場卷-認知與知識的不同影響你一生的財富與幸福
BuRxqCRedbU	624.0	Why do others make big money investing while you lose big? Understanding the difference between c...
fD7wjgHfXtw	999.0	How to Manage Your Cash Before the Next Global Economic Crash: Don't Let Your Money Just Sit Ther...
nDJLJy6nJW0	523.0	The Only Way to Solve AI Anxiety Is Through Relentless Action: Using Isometric Exercise to Boost ...
6zAYSLnBBj0	7927.0	為什麼比特幣正在歸零途中，4年周期也不會來了？ 1.從去年底到現在我一直認為比特幣將會歸0 重點是4年周期也不會來了？ 2.買太空概念股課程的人 短短半個月內有人已經賺100多趴了
lzZGccUkkqE	515.0	SpaceX S-1 Prospectus Leaked: The Next Big Investment Opportunity After AI Has Arrived!
tcgf9jmI324	484.0	The Billionaire Paradox: Why Is Bill Gates Selling Microsoft to Buy Trash?
daLakigVLeQ	545.0	A Cash Lifeboat After a Market Crash
lCx88-R2mnI	504.0	Where to Park Your Cash for Peace of Mind During Market Turbulence
D1Qt-DZt8fk	562.0	Decoding Berkshire's Latest Q1 2026 Earnings: A New Chapter in the Post-Buffett Era
oihNUngIubc	3413.0	Last Friday's investment market was calm, but global bonds are imploding in a domino effect with ...
1952ctN1_WU	5567.0	Worms will never understand the true purpose of money.
PvusQqHkFxA	757.0	5月的今天美股新IPO挑戰輝達的創新公司未來是否會幹掉輝達！？
iP4sfF_PxQA	576.0	On May 14th, Nvidia's new IPO challenger, Cerebras, faced off against Nvidia in the AI ​​chip war.
mFfyyazd7p8	7838.0	淡江大橋12號中午11:30通車了！ 衝牛市最後一波，搶先一步搭上SpaceX IPO熱度超前佈署美股太空產業 https://oxford-vision.com/
yLX3f8DOj-c	1620.0	The AI ​​rally has ended, and the market is unsure of the next wave. People are starting to ask a...
JbUwAP4NIO4	4164.0	一個人的被動收入有多重要？ 財富自由是錢能自動生錢在本金不動下足夠支付你全數開銷。每一次小失敗最終累積成一次大失敗，每次的小成功最終會成就一次大成功。
4GeHhHPzJOA	541.0	2026 Latest Interview with Warren Buffett - The Investment Philosophy You Need to Face a Stock Ma...
eAyEItDelM8	719.0	Is this the only AI company in the entire AI market worth investing in in 2026? There's no other ...
dP8BdDrVFWo	1003.0	If Japan raises interest rates again in July: it could trigger a global financial crisis. (Commen...
u5ungD0h-3k	4852.0	底層人想翻身，就要懂得把自己的人生從有限遊戲翻轉為無限遊戲！　　搶先一步搭上SpaceX IPO熱度超前佈署美股太空產業https://oxford-vision.com/
G7jdN_lNRpc	3856.0	與誰同行～決定你一生的命運！學習老巴的邏輯看世界，後AI時代的下一個爆發產業-太空產業
AqumbNQp08E	1175.0	華爾街未來5年準備投入AI基礎建設3千億美元，加上Space X　ipo募750億美元都沒有波克夏現金多。這意味著什麼？-尋找下一個AI產業繼承人　https://oxford-vision.com/
xLp9I1YxV5c	7520.0	AI時代後的下一個大產業，太空產業開始要站起來了！投機與投資作法與想法完全不一樣～搶先一步搭上SpaceX IPO熱度超前佈署美股太空產業https://oxford-vision.com/
j21qtPxsroM	581.0	鍵盤與網路上的薄紗無法擋住現實世界中的子彈-雖遠必誅。你真的願意把身家交給網路世界嗎？
8yAFdpZayRg	484.0	最新SpaceX財報狀況分析-即將上市的美股大王值不值得投資
HiYEe1kRzfE	595.0	小心日圓升息引爆全球金融危機。久方武說過：美國的私募信贷將是引爆壓垮全球金融危机的最後一根稻草。但是的日本升息，則是被那根稻草壓垮的駱駝。
sUj-FAKUN1U	1045.0	腦科學破解拖延症，讓行動變本能
a0UmnOEik2Y	870.0	Stoic philosophy rejects sycophancy – true strength comes not from external approval or humble fl...
alBC2c0x_N8	3861.0	If the world is wrong, it's 100% your own fault! The world is here to help you debug! All the tru...
pDbYm4hPvc0	1731.0	2025 Navarre's Three Keys to Life (Advanced Version)
NZeZ2k3bGTg	1236.0	RWA: A Hidden Global Financial Storm
tXx-JbIniNI	417.0	April 10, 2026: Bloomberg analyst warns of a crypto bubble burst! Warning Bitcoin will fall back ...
QRKhkCjtNj8	1368.0	The Dying Civilization of Europe - Why is Europe Getting Poorer? Why is America Abandoning Europe...
ZM0jIsRyJkI	623.0	Naval's Three Keys to Life in 2025 (Beginner's Version)
gjxCAgsKRE4	6352.0	區塊鏈、AI產業趨勢。SpaceX即將掛牌，我們該如何坐上SpaceX等相關產業火箭追逐哪一類股票獲利發財？
3RLb8Qsv74A	1034.0	Generation Z surviving in a broken economy (Generation Z refers to those born between 1997 and 2012)
GomFpyEklH4	1499.0	A super-individual, a company with a single person generating $1 billion in revenue—has truly arr...
RiM-Cr6XU4Q	895.0	台灣無人機外銷軍工產業估計很快就涼涼了-看烏克蘭無人機教全世界打仗
Np32OXjNgsE	481.0	The Trump Pattern: Market Volatility and the Oil Strategy
w9Rd_bsHw3c	1443.0	Most people who get rich are victims of survivorship bias. Don't be fooled by survivors.
OUYQThaSst4	1131.0	ASML 營收新高卻裁員的真相
T6zmb7FzGmY	1607.0	OpenAI突然宣布關畢SORA...之前就說過在AI世界中第一個會出問題的公司可能就是OpenAI，目前它的燒錢黑洞與生存困境是...
fdw9OocBbCM	1441.0	2026 03 23 渾沌理論與資本的共舞-久方武進階解說版
z4sZ7M6_TZM	624.0	混沌理論與股票市場投資
F9IkLGmWfEQ	1299.0	混沌理論與自由意志的真相
XMD9AfhmV1o	1266.0	人類永生實驗終於開始了-從數位果蠅預示人類大腦上傳
X1blTdDKysQ	1197.0	2026 03 22 市場規則大洗牌：油價飆漲，黃金、比特幣的避險工具卻下跌，那星期一開盤會如何呢？（久方武解說進階版）
Wb_yrFoDQPc	483.0	上星期五市場規則大洗牌：油價飆漲，黃金、比特幣的避險工具卻下跌，那星期一開盤會如何呢？（一般版本）
xxtxAnoGcK8	822.0	奇怪了明明美伊在打仗，為何黃金在亂世中下跌？
F8ZjLgmbB6k	1606.0	2026 03 19中東衝突如何透過油價改寫聯準會的降息路徑？久方武進階解說版
y24GBGpvc8g	1298.0	為何原油大漲，黃金卻大跌160美元、比特幣也下跌雙雙成為提款機？
UKxiIJCmjtQ	1354.0	111美元油價撕毀降息劇本
1ROJCZeBgDw	5678.0	為什麼一定要追求財富自由？ 你才有對他人say NO的底氣
7Wof9trMpbQ	1587.0	Claude Code enables Muggles to write programs.
iwsiWxHIYw4	1159.0	2026-03-17 債台高築，為何美元依舊稱霸？ 久方武進階解說版
_P56Vig-FkU	5216.0	貪婪與恐懼皆是並存的相生相剋 越早看清你內心的欲望越容易實現
bb-Rso3wfus	1289.0	奪回AI時代主控權
MUzhamVIFcM	195.0	2026 03 15 比特幣站上70000美元以上已經一小段時間，未來是否有機會大反彈？
pv1nCS-KWA4	12066.0	你們這些蟲子對於女人的貪婪與妄念程度比久方武多100倍！
H-OJ5JQZsME	10739.0	要判斷一個人是否能交往太簡單了-看他對你是否是精神耗損還是精神熵增！ 柏拉圖地穴中的哥布林！
Zqr-KIeIQF4	7983.0	有限遊戲與無限遊戲的認知人生觀！越早理解、越早知道，越快發財解決掉人生各種問題
W8y-vlc-FZw	447.0	債台高築，為何美元依舊稱霸？（一般版）
TRd3XTuZRDA	927.0	人生是一場無限賽局
cgPL8o1xUd0	1129.0	X Money's 6% interest rate challenges traditional banks
A_WRPUeVOoE	4395.0	高雄藝博展覽預展特別直播-久方武與楊宗翰展覽請大家支持！
y3UYeVZoL30	1537.0	The truth behind the AI ​​that leads to thousands lining up to raise lobsters!
Aejt3OdoicQ	1408.0	別被光環效應騙了
lIwNT_M4jLA	361.0	能源 vs. AI：新的全球軍備競賽
YVG8bb1mfn4	342.0	SpaceX IPO1.5兆美元估值的謎團
0-DviUtmzrs	1274.0	AI computing power and the power war behind it #HotTopic #Wealth #TSMC #AI #Podcast #MPFInvestmen...
0kPcuLhp9eU	8410.0	一句話可以幫你點亮一天 也可能是壓垮自己的最後稻草
vwZJ4FPr_Lw	620.0	Oh my god, TSMC is down NT$100, and the Taiwan stock market is down 2,000 points. The struggle be...
tOL1I08FBC0	1482.0	Survival Strategies for Non-Standardized Products: Escaping AI Median #WealthFlow #Wealth #Games ...
oyyC49GmFAk	1210.0	Reject being a mediocre NPC with ultimate taste.
